Ploc; €€; Modern Cuisine; 48.8596231, 2.4050255; 15 rue Saint-Blaise, Paris, 75020, France; NONE
Sharma Ji; €€; Indian; 48.8473218, 2.2982124; 16 rue Frémicourt, Paris, 75015, France; https://sharmaji.fr
Sadarnac; €€; Modern Cuisine; 48.8595904, 2.4050515; 17 rue Saint-Blaise, Paris, 75020, France; https://www.restaurantsadarnac.fr/
Neige d'Été; €€€€; Creative; 48.8454117, 2.2990085; 12 rue de l'Amiral-Roussin, Paris, 75015, France; https://www.neigedete.fr/
Le Taillevent; €€€€; Classic Cuisine; 48.8741626, 2.3025042; 15 rue Lamennais, Paris, 75008, France; http://www.letaillevent.com/
Petit Boutary; €€; Modern Cuisine; 48.8878286, 2.3224481; 16 rue Jacquemont, Paris, 75017, France; https://www.petitboutary.com/
Monsieur Bleu; €€€; Modern Cuisine; N/A, N/A; 20 avenue de New-York, Paris, 75016, France; https://monsieurbleu-restaurant.com/
Substance; €€€€; Creative; 48.8673254, 2.2975781; 18 rue de Chaillot, Paris, 75016, France; https://www.substance.paris/
Jium; €€; Korean; 48.8486967, 2.2966955; 26 rue Tiphaine, Paris, 75015, France; http://www.jium.art/
Imperial Treasure; €€€€; hinese, Shanghainese; 48.8704739, 2.2991477; 44 rue de Bassano, Paris, 75008, France; https://www.imperialtreasure.com/france/
Don Juan II; €€€€; Creative; 48.8622863, 2.294085232512143; Port Debilly, Paris, 75016, France; https://donjuan2.yachtsdeparis.fr/
Le CasseNoix; €€; Traditional Cuisine; 48.8534799, 2.2951266; 56 rue de la Fédération, Paris, 75015, France; https://www.le-cassenoix.fr/
Les 110 de Taillevent; €€€; sine, Modern Cuisine; 48.875938, 2.3029124; 195 rue du Faubourg-Saint-Honoré, Paris, 75008, France; https://www.les-110-taillevent-paris.com/
Le Jules Verne; €€€€; Modern Cuisine; N/A, N/A; Tour Eiffel - 6 avenue Gustave-Eiffel, Paris, 75007, France; https://www.restaurants-toureiffel.com/fr/restaurant-jules-verne.html
Montcalm; €€; Modern Cuisine; 48.8928392, 2.3371204; 21 rue Montcalm, Paris, 75018, France; https://www.restaurant-montcalm.fr/
Pierre Gagnaire; €€€€; Creative; 48.8733525, 2.3003767; 6 rue Balzac, Paris, 75008, France; http://pierregagnaire-lerestaurant.com
L'Ouzeri; €€; Greek; 48.8933393, 2.3402038; 41 rue du Ruisseau, Paris, 75018, France; http://www.etsi-paris.fr/l-ouzeri
Thiou; €€€; Thai; 48.8736939, 2.3003734; Hôtel Norman, 9 rue Balzac, Paris, 75008, France; https://www.hotelnorman.com/fr/restaurant-thiou.html
Pleine Terre; €€€€; Modern Cuisine; 48.8690031, 2.2972085; 15 rue de Bassano, Paris, 75116, France; https://www.restaurant-pleineterre.com/
Le Maquis; €€; isine, Farm to table; 48.8932087, 2.3372854; 53 rue des Cloÿs, Paris, 75018, France; https://lemaquisrestaurant.fr/
Comme Chez Maman; €€€; Modern Cuisine; 48.8876275, 2.3181362; 5 rue des Moines, Paris, 75017, France; https://comme-chez-maman.com/
Les Petits Parisiens; €€; Traditional Cuisine; 48.8248556, 2.3203009; 49 avenue Jean-Moulin, Paris, 75014, France; https://petits-parisiens.fr/
Le Boréal; €€; Modern Cuisine; 48.893816, 2.3390239; 39 rue Montcalm, Paris, 75018, France; https://www.grandnordgroupe.com/home-1-1
Ducasse sur Seine; €€€€; Modern Cuisine; 48.8622863, 2.294085232512143; Port Debilly, Paris, 75016, France; https://www.ducasse-seine.com/fr
Il Carpaccio; €€€€; Italian; N/A, N/A; Le Royal Monceau, 37 avenue Hoche, Paris, 75008, France; https://www.leroyalmonceau.com/restaurants/ilcarpaccio/
Shang Palace; €€€€; Chinese; 48.8637194, 2.2934262; Shangri-La, 10 avenue d'Iéna, Paris, 75116, France; https://www.shangpalaceparis.com
Pages; €€€€; Modern Cuisine; 48.8708869, 2.2962; 4 rue Auguste-Vacquerie, Paris, 75016, France; https://www.restaurantpages.fr/
Le Chiberta; €€€€; Modern Cuisine; 48.873534, 2.2978027; 3 rue Arsène-Houssaye, Paris, 75008, France; https://www.lechiberta.com/
L'Atelier de Joël Robuchon - Étoile; €€€€; Creative; 48.8727993, 2.297003; 133 avenue des Champs-Élysées, Paris, 75008, France; https://atelier-robuchon-etoile.com/
Le Faham by Kelly Rangama; €€€; Modern Cuisine; 48.8856271, 2.3117203; 108 rue Cardinet, Paris, 75017, France; http://www.lefaham.com
Rooster; €€€; Modern Cuisine; 48.8867725, 2.3131762; 137 rue Cardinet, Paris, 75017, France; http://rooster-restaurant.com
Onor; €€€€; Modern Cuisine; 48.87714433590177, 2.300329537586523; 258 rue du Faubourg-Saint-Honoré, Paris, 75008, France; http://www.onor-thierrymarx.com
Jacques Faussat; €€€; Traditional Cuisine; 48.8828583, 2.3065399; 54 rue Cardinet, Paris, 75017, France; https://www.jacquesfaussat.com/
La Table du Caviste Bio; €€; Modern Cuisine; 48.8823535, 2.3038656; 55 rue de Prony, Paris, 75017, France; https://www.latable.bio/
Agapé; €€€€; Modern Cuisine; 48.8849199, 2.3069587; 51 rue Jouffroy-d'Abbans, Paris, 75017, France; https://www.agape-paris.fr/
L'Oiseau Blanc; €€€€; Creative; 48.8707617, 2.2931271; 19 avenue Kléber, Paris, 75116, France; https://www.peninsula.com/fr/paris/hotel-fine-dining/french-rooftop-loiseau-blanc
LiLi; €€€€; Chinese; 48.8707617, 2.2931271; 19 avenue Kléber, Paris, 75116, France; https://www.peninsula.com/fr/paris/hotel-fine-dining/lili-cantonese-chinese
Coretta; €€; Modern Cuisine; 48.8904904, 2.3170591; 151 bis rue Cardinet, Paris, 75017, France; https://www.restaurantcoretta.com/
Étude; €€€€; Creative; 48.8658334, 2.2908179; 14 rue du Bouquet-de-Longchamp, Paris, 75016, France; https://restaurant-etude.fr/
FOGO; €€€; Modern Cuisine; 48.8833307, 2.3045258; 8 rue Meissonier, Paris, 75017, France; http://www.fogoparis.fr
Épisodes; €€€€; Creative; 48.8833307, 2.3045258; 8 rue Meissonier, Paris, 75017, France; https://www.episodes-paris.fr
Astrance; €€€€; Creative; 48.8650879, 2.2899274; 32 rue de Longchamp, Paris, 75016, France; https://www.astranceparis.fr
La Fourchette du Printemps; €€€; Modern Cuisine; 48.8876932, 2.3102628; 30 rue du Printemps, Paris, 75017, France; https://lafourchetteduprintemps.com/
Oxte; €€€€; Mexican; 48.8758951, 2.2954072; 5 rue Troyon, Paris, 75017, France; https://www.restaurant-oxte.com/
Bloom; €€; Vegan, Japanese; 48.8819667, 2.3016373; 99 rue Jouffroy-d'Abbans, Paris, 75017, France; http://www.bloomsushi.fr
Alan Geaam; €€€€; Creative; 48.8714572, 2.2923141; 19 rue Lauriston, Paris, 75016, France; https://restaurant.alangeaam.fr/
La Scène Thélème; €€€; Modern Cuisine; 48.8762593, 2.2951581; 18 rue Troyon, Paris, 75017, France; https://www.lascenetheleme.fr/
Ōrtensia; €€€€; Modern Cuisine; 48.8583965, 2.2875546; 4 rue Beethoven, Paris, 75016, France; http://www.restaurantortensia.com
Prunier par Yannick Alléno; €€€€; Seafood; 48.8724953, 2.2917139; 16 avenue Victor-Hugo, Paris, 75116, France; http://www.prunier.com
Sormani; €€€; Italian; 48.8758993, 2.293756; 4 rue du Général-Lanrezac, Paris, 75017, France; http://www.sormanirestaurant.com
Le Bistrot Flaubert; €€€; Modern Cuisine; 48.881423, 2.2986819; 10 rue Gustave-Flaubert, Paris, 75017, France; http://www.bistrotflaubert.com
Restaurant F; €€€; Modern Cuisine; 48.8662284, 2.2883269; 10 rue Saint-Didier, Paris, 75116, France; https://www.restaurantf.fr
Maison Rostang; €€€€; Classic Cuisine; 48.8814185, 2.2984924; 20 rue Rennequin, Paris, 75017, France; https://www.maisonrostang.com/
Blanc; €€€€; Creative; 48.8650727, 2.2875105; 52 rue de Longchamp, Paris, 75116, France; https://blanc-paris.com/
Le 703; €€; Traditional Cuisine; 48.8803643, 2.2960986; 9 rue Fourcroy, Paris, 75017, France; http://www.le703.fr
Caïus; €€; Creative; 48.8774425, 2.2920513; 6 rue d'Armaillé, Paris, 75017, France; http://www.caius-restaurant.paris
Frédéric Simonin; €€€€; Modern Cuisine; 48.879785, 2.2944764; 25 rue Bayen, Paris, 75017, France; http://www.fredericsimonin.com
Madame FAN; €€; Chinese; 48.8800637, 2.2943154; 18 rue Bayen, Paris, 75017, France; http://www.madame-fan.com
Mallory Gabsi; €€€€; Modern Cuisine; 48.8767531, 2.291476; 28 rue des Acacias, Paris, 75017, France; http://www.mallory-gabsi.com
Caves Pétrissans; €€; Traditional Cuisine; 48.8813748, 2.2958131; 30 bis avenue Niel, Paris, 75017, France; https://www.cavespetrissans.fr/fr,1,13689.html
Biscotte; €€; Modern Cuisine; 48.8361105, 2.2912586; 22 rue Desnouettes, Paris, 75015, France; https://www.restaurant-biscotte.com/
VIVE, Maison Mer; €€€; Seafood; 48.8793847, 2.2917365; 62 avenue des Ternes, Paris, 75017, France; https://www.vive-restaurant.com
L'Accolade; €€; Modern Cuisine; 48.8372527, 2.2893421; 208 rue de la Croix-Nivert, Paris, 75015, France; https://www.laccoladeparis.com/
Dessirier; €€€€; Seafood; 48.8848536, 2.2964729; 9 place du Maréchal-Juin, Paris, 75017, France; https://www.restaurantdessirier.com/
Petrus; €€€; Traditional Cuisine; 48.8852084, 2.2965354; 12 place du Maréchal-Juin, Paris, 75017, France; https://restaurant-petrus.fr/fr
Phébé; €€; Traditional Cuisine; 48.885656, 2.296779; 190 rue de Courcelles, Paris, 75017, France; https://restaurantphebe.fr/fr
Petit Gris; €€; Modern Cuisine; 48.8842899, 2.2944799; 67 rue Rennequin, Paris, 75017, France; NONE
Nomicos; €€€€; Modern Cuisine; 48.870237, 2.2830772; 16 avenue Hubert-Germain, Paris, 75116, France; https://www.nomicos.fr
Ken Yamamoto; €€€; Modern Cuisine; 48.8689931, 2.2819895; 144 rue de la Pompe, Paris, 75116, France; https://www.kenyamamoto.fr
Osmossi - Maison Mavrommatis; €€; editerranean Cuisine; 48.8598449, 2.2790858; 70 avenue Paul-Doumer, Paris, 75016, France; https://www.mavrommatis.com/
Cavalieri; €€€; editerranean Cuisine; 48.8595478, 2.2786507; 71 avenue Paul-Doumer, Paris, 75116, France; http://www.cavalieri.paris.fr
La Causerie; €€; Modern Cuisine; 48.8589583, 2.2782992; 31 rue Vital, Paris, 75016, France; https://lacauserie.fr/
L'Archeste; €€€€; Modern Cuisine; 48.8617957, 2.2781329; 79 rue de la Tour, Paris, 75016, France; https://www.archeste.fr/
Le Pergolèse; €€€€; Traditional Cuisine; 48.8743141, 2.2826153; 40 rue Pergolèse, Paris, 75116, France; https://www.lepergolese.com/
Beurre Noisette; €€; Farm to table; 48.8356571, 2.2848703; 68 rue Vasco-de-Gama, Paris, 75015, France; https://www.restaurantbeurrenoisette.com/
Bellefeuille - Saint James Paris; €€€€; Creative; 48.8705158, 2.2798626003340043; 5 place du Chancelier-Adenauer, Paris, 75116, France; https://www.saint-james-paris.com/
L'Os à Moelle; €€; Traditional Cuisine; 48.838081, 2.2816498; 3 rue Vasco-de-Gama, Paris, 75015, France; NONE
Comice; €€€€; Modern Cuisine; 48.84952, 2.2761024; 31 avenue de Versailles, Paris, 75016, France; http://www.comice.paris
Brach; €€€; editerranean Cuisine; 48.86156892498892, 2.2744183587838323; 1-7 rue Jean Richepin, Paris, 75016, France; https://brachparis.com/
Disciples; €€€; Traditional Cuisine; 48.8371153, 2.2620669; 136 boulevard Murat, Paris, 75016, France; https://disciples.paris
La Ferme du Pré; €€€; Traditional Cuisine; N/A, N/A; Route de Suresnes - Bois de Boulogne, Paris, 75016, France; https://www.leprecatelan.com/bistrot-la-ferme-du-pre
Le Pré Catelan; €€€€; eative, Contemporary; N/A, N/A; Route de Suresnes - bois de Boulogne, Paris, 75016, France; https://www.leprecatelan.com/
La Grande Cascade; €€€€; Classic Cuisine; N/A, N/A; Allée de Longchamp, Bois de Boulogne, Paris, 75016, France; https://www.restaurantsparisiens.com/la-grande-cascade/
